of,tren,sku,fecha_fin,oee,disponibilidad,rendimiento,ineficiencia,familia,marca,cerveza,envase,tipo_envase,cambios,mat_precio,par_tot,pnp,limpieza,idle,h_tot,hl,uds,maintenance_flag,tipo_cambio,ch_brand,ch_envase,ch_volume,ch_palet,ch_product,ch_cap,ch_primary,ch_secondary,par_tot_min,pnp_min,limpieza_min,idle_min
0000576278-1,17.0,DL13LN,2025-05-02,0.5619520611826152,0.6027560156687185,0.9323043595992418,0.04080395448610334,130624PCAFCT00,DAMM LEMON,K012309,KR00926,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,4.7325,3.7847222222222223,0.5105555555555555,0.0,11.913333333333334,1988.35,602531.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,283.95,227.08333333333334,30.633333333333333,0.0
0000578855-1,17.0,DL13LN,2025-05-09,0.45221083152117636,0.6215180697939319,0.7275908030656448,0.1693072382727555,130624PCAFCT00,DAMM LEMON,K012309,KR00926,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,5.076388888888889,3.218611111111111,1.2494444444444444,0.0,13.4125,1801.42,545886.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,304.58333333333337,193.11666666666667,74.96666666666667,0.0
0000582266-1,17.0,DL13LN,2025-05-15,0.6030272926905783,0.6526978981491164,0.9238995474025714,0.04967060545853812,130624PCAFCT00,DAMM LEMON,K012309,KR00926,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,3.690277777777778,2.4008333333333334,1.0558333333333334,0.0,10.625555555555556,1903.08,576691.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,221.41666666666669,144.05,63.35,0.0
0000597891-1,17.0,DL13LN,2025-06-12,0.18323100537221798,0.21987720644666156,0.8333333333333334,0.03664620107444359,130624PCAFCT00,DAMM LEMON,K012309,KR00926,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,1.1294444444444445,0.61,0.0,0.0,1.4477777777777778,78.86,23897.0,0,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,67.76666666666667,36.6,0.0,0.0
PRT9900015304-M,19.0,DL13LN,2025-01-04,0.47140872464573497,0.5939427618782995,0.7936938622754491,0.1225340372325646,130624PCAFCT00,DAMM LEMON,K012309,KR00924,LATA 1/3 SR.,SI,DAMM LEMON 1/3 LATA LC,1.6697222222222223,1.6697222222222223,0.0,0.0,4.998611111111111,699.87,212083.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,100.18333333333334,100.18333333333334,0.0,0.0
PRT9900015405-M,19.0,DL13LN,2025-01-31,0.5331954109460222,0.6048523603535828,0.8815298507462687,0.07165694940756065,130624PCAFCT00,DAMM LEMON,K012309,KR00924,LATA 1/3 SR.,SI,DAMM LEMON 1/3 LATA LC,1.756388888888889,1.465,0.28583333333333333,0.005555555555555556,4.436388888888889,701.72,212641.0,1,Volumen Envase,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,105.38333333333334,87.9,17.15,0.33333333333333337
PRT9900015704-M,17.0,DL13LN,2025-04-22,0.5409468848475645,0.595694597365124,0.9080943275971957,0.05474771251755951,130624PCAFCT00,DAMM LEMON,K012309,KR00926,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,2.9580555555555557,1.7319444444444445,0.8813888888888889,0.0,7.316388888888889,1175.48,356206.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,177.48333333333335,103.91666666666667,52.88333333333333,0.0
0000543981-1,19.0,DL13LP4A,2025-02-28,0.24680102367242485,0.39379398592450415,0.6267262388302194,0.14699296225207933,130424PAWAPK00,DAMM LEMON,K012309,KR00927,LATA 1/3 SR.,SI,DAMM LEMON 1/3 LATA CAJA 6 PACK-4U.PA10F,3.158333333333333,1.4725,1.2738888888888888,0.0,5.21,381.95,115743.0,0,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,189.5,88.35,76.43333333333334,0.0
0000558484-1,19.0,DL13LP4A,2025-03-27,0.17208291843939533,0.3234965752391298,0.5319466467680254,0.15141365679973448,130424PAWAPK00,DAMM LEMON,K012309,KR00927,LATA 1/3 SR.,SI,DAMM LEMON 1/3 LATA CAJA 6 PACK-4U.PA10F,5.658055555555555,4.7508333333333335,0.9072222222222223,0.0,9.205833333333333,470.5,142575.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,339.48333333333335,285.05,54.43333333333334,0.0
0000566724-1,19.0,DL13LP4A,2025-04-17,0.25356999866542107,0.3773299524000178,0.6720113180853572,0.12375995373459674,130424PAWAPK00,DAMM LEMON,K012309,KR00927,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA CAJA 6 PACK-4U.PA10F,3.8880555555555554,2.5980555555555553,0.8186111111111111,0.0,6.244166666666667,470.28,142510.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,233.28333333333333,155.88333333333333,49.11666666666667,0.0
0000578938-1,19.0,DL13LP4A,2025-05-19,0.2347863474004498,0.4225757375314195,0.5556077326445957,0.1877893901309697,130424PAWAPK00,DAMM LEMON,K012309,KR00927,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA CAJA 6 PACK-4U.PA10F,4.426388888888889,3.406388888888889,0.03166666666666667,0.9883333333333333,9.387222222222222,585.74,177496.0,1,Volumen Envase,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,265.5833333333333,204.38333333333333,1.9000000000000001,59.3
0000597896-1,19.0,DL13LP4A,2025-06-10,0.3632326021066531,0.5808300573177685,0.6253681219323173,0.21759745521111545,130424PAWAPK00,DAMM LEMON,K012309,KR00927,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA CAJA 6 PACK-4U.PA10F,3.88,3.4763888888888888,0.13194444444444445,0.0,9.256388888888889,998.6,302605.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,232.79999999999998,208.58333333333331,7.916666666666667,0.0
0000607885-1,19.0,DL13LP4A,2025-06-28,0.17916200989895764,0.306000957963643,0.585494931425164,0.12683894806468535,130424PAWAPK00,DAMM LEMON,K012309,KR00927,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA CAJA 6 PACK-4U.PA10F,8.089722222222221,6.7275,1.345,0.017222222222222222,12.195833333333333,648.09,196390.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,485.38333333333327,403.65,80.7,1.0333333333333332
0000613820-1,19.0,DL13LP4A,2025-07-09,0.26211564938044973,0.40497934832491966,0.6472321377981756,0.14286369894446993,130424PAWAPK00,DAMM LEMON,K012309,KR00927,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA CAJA 6 PACK-4U.PA10F,4.637777777777778,3.457777777777778,1.18,0.0,12.105555555555556,942.46,285593.0,0,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,278.26666666666665,207.46666666666667,70.8,0.0
0000636547-1,19.0,DL13LP4A,2025-08-14,0.17996748554913294,0.3219472543352601,0.5589968018852045,0.14197976878612717,130424PAWAPK00,DAMM LEMON,K012309,KR00927,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA CAJA 6 PACK-4U.PA10F,9.635277777777778,7.302222222222222,2.3330555555555557,0.0,15.377777777777778,822.02,249098.0,1,Volumen Envase,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,578.1166666666667,438.1333333333333,139.98333333333335,0.0
0000650306-1,19.0,DL13LP4A,2025-08-29,0.2533337638435956,0.43992767427593554,0.5758532110091743,0.18659391043233994,130424PAWAPK00,DAMM LEMON,K012309,KR00927,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA CAJA 6 PACK-4U.PA10F,4.818333333333333,3.111111111111111,0.7383333333333333,0.0,8.603055555555555,647.33,196160.0,0,Volumen Envase,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,289.1,186.66666666666666,44.3,0.0
0000655840-1,19.0,DL13LP4A,2025-09-10,0.2600635317398323,0.48081029005884496,0.5408859525614643,0.22074675831901266,130424PAWAPK00,DAMM LEMON,K012309,KR00927,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA CAJA 6 PACK-4U.PA10F,2.7694444444444444,2.2977777777777777,0.06888888888888889,0.0,5.3341666666666665,412.02,124853.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,166.16666666666666,137.86666666666667,4.133333333333333,0.0
0000664586-1,19.0,DL13LP4A,2025-09-23,0.1946207932282067,0.28793774319066145,0.6759127548601233,0.09331694996245478,130424PAWAPK00,DAMM LEMON,K012309,KR00927,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA CAJA 6 PACK-4U.PA10F,5.795,2.8802777777777777,1.378611111111111,0.0,8.138333333333334,470.46,142563.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,347.7,172.81666666666666,82.71666666666665,0.0
0000679242-1,19.0,DL13LP4A,2025-10-16,0.14818533053451372,0.21076328678774603,0.7030889145496536,0.06257795625323233,130424PAWAPK00,DAMM LEMON,K012309,KR00927,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA CAJA 6 PACK-4U.PA10F,7.206388888888889,3.4658333333333333,3.3075,0.0,9.130833333333333,401.91,121790.0,1,Volumen Envase,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,432.3833333333333,207.95,198.45000000000002,0.0
0000685415-1,19.0,DL13LP4A,2025-10-29,0.18201148996493322,0.26781317615459227,0.6796211171472349,0.08580168618965903,130424PAWAPK00,DAMM LEMON,K012309,KR00927,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA CAJA 6 PACK-4U.PA10F,5.609166666666666,3.8183333333333334,0.6352777777777778,0.15722222222222224,7.6033333333333335,402.58,121994.0,0,Volumen Envase,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,336.54999999999995,229.1,38.11666666666667,9.433333333333334
0000700696-1,19.0,DL13LP4A,2025-12-04,0.23488151658767772,0.4333649289099526,0.541994750656168,0.19848341232227487,130424PAWAPK00,DAMM LEMON,K012309,KR00927,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA CAJA 6 PACK-4U.PA10F,3.321111111111111,1.9030555555555555,0.9925,0.0,5.861111111111111,408.9,123909.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,199.26666666666668,114.18333333333334,59.550000000000004,0.0
PRT9900016325-M,19.0,DL13LP4A,2025-07-30,0.3079716216971119,0.5846973167234605,0.52671974522293,0.27672569502634864,130424PAWAPK00,DAMM LEMON,K012309,KR00927,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA CAJA 6 PACK-4U.PA10F,6.195277777777777,4.231111111111111,1.1366666666666667,0.0,14.9175,1364.52,413490.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,371.71666666666664,253.86666666666665,68.2,0.0
0000585084-1,17.0,DL13LT,2025-06-02,0.49265573383671546,0.5448324681453516,0.9042334343871806,0.05217673430863615,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,3.9652777777777777,2.5033333333333334,1.4619444444444445,0.0,9.417777777777777,1378.01,417579.0,1,Pack. Secundario,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,237.91666666666666,150.20000000000002,87.71666666666667,0.0
0000589697-1,17.0,DL13LT,2025-06-05,0.6377897833916705,0.664358545122508,0.9600083991906234,0.02656876173083752,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,7.7588888888888885,6.827222222222222,0.0,0.9316666666666666,22.835,4149.08,1257297.0,1,Contenido,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,465.5333333333333,409.6333333333333,0.0,55.9
0000597823-1,17.0,DL13LT,2025-06-12,0.5633613994931741,0.6052644486225782,0.9307690229869533,0.04190304912940407,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,6.706666666666667,5.201944444444444,1.1783333333333332,0.0,16.990277777777777,2842.79,861452.0,0,Referencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.40000000000003,312.1166666666666,70.69999999999999,0.0
0000598410-1,14.0,DL13LT,2025-06-19,0.5223432621832751,0.6812182605083679,0.7667781274586939,0.1588749983250928,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,6.610833333333334,6.608611111111111,0.0,0.0022222222222222222,20.733055555555556,2144.1,649728.0,1,Pack. Secundario,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,396.65000000000003,396.51666666666665,0.0,0.13333333333333333
0000607871-1,17.0,DL13LT,2025-06-26,0.3796720096358751,0.4726026128045956,0.8033641781681304,0.09293060316872047,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,8.162222222222223,7.651111111111111,0.0,0.0016666666666666668,14.991944444444444,1690.36,512230.0,1,Contenido,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,489.73333333333335,459.06666666666666,0.0,0.1
0000613500-1,17.0,DL13LT,2025-07-11,0.33435351519183854,0.37492792193390995,0.8917807814025022,0.04057440674207141,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,14.688055555555556,12.277222222222223,2.410833333333333,0.0,25.05,2487.61,753820.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,881.2833333333333,736.6333333333333,144.64999999999998,0.0
0000620037-1,17.0,DL13LT,2025-07-30,0.4808514931396287,0.6229620661824051,0.7718792511498348,0.14211057304277644,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,4.619722222222222,3.743333333333333,0.8763888888888889,0.0,13.766666666666667,1966.08,595781.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,277.18333333333334,224.6,52.583333333333336,0.0
0000620730-1,17.0,DL13LT,2025-07-16,0.42344619381110343,0.5106102890843031,0.8292942834553642,0.08716409527319958,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,7.185555555555556,6.070833333333334,1.1147222222222222,0.0,15.825833333333334,1990.32,603128.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,431.1333333333334,364.25,66.88333333333333,0.0
0000621430-1,17.0,DL13LT,2025-07-24,0.39023562873470236,0.5402369334342301,0.7223416330572126,0.1500013046995277,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,9.483333333333333,9.465555555555556,0.017777777777777778,0.0,21.290555555555557,2467.6,747757.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,569.0,567.9333333333333,1.0666666666666667,0.0
0000631456-1,17.0,DL13LT,2025-08-06,0.4815257935111549,0.5372651136603561,0.8962536023054755,0.05573932014920121,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,12.545277777777777,10.709166666666667,1.836111111111111,0.0,27.628611111111113,3951.28,1197357.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,752.7166666666666,642.55,110.16666666666666,0.0
0000636510-1,17.0,DL13LT,2025-08-20,0.5781059683313033,0.6469244823386114,0.8936220287126383,0.06881851400730817,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,1.4166666666666667,1.363888888888889,0.05277777777777778,0.0,5.473333333333334,939.77,284778.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.0,81.83333333333334,3.1666666666666665,0.0
0000645551-1,17.0,DL13LT,2025-08-14,0.39755300427386236,0.44802927456074193,0.8873371157802855,0.050476270286879524,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,5.488888888888889,2.7744444444444443,2.4672222222222224,0.0,9.944166666666666,1174.22,355823.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,329.3333333333333,166.46666666666667,148.03333333333336,0.0
0000653911-1,17.0,DL13LT,2025-09-03,0.5577626764244642,0.6505924377069175,0.8573150318044861,0.09282976128245339,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,2.2280555555555557,1.7566666666666666,0.09083333333333334,0.0,6.376666666666667,1056.39,320118.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,133.68333333333334,105.39999999999999,5.45,0.0
0000660721-1,17.0,DL13LT,2025-09-17,0.6164365124229454,0.7126167595359229,0.8650322970573792,0.09618024711297747,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,3.578611111111111,2.3525,0.0,0.0,10.319166666666666,1889.3,572516.0,1,Contenido,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,214.71666666666667,141.15,0.0,0.0
0000666135-1,17.0,DL13LT,2025-09-24,0.3973372378098611,0.4857327703622991,0.8180161233788994,0.08839553255243802,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,3.8697222222222223,2.263333333333333,1.091388888888889,0.515,8.672777777777778,962.74,291739.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,232.18333333333334,135.79999999999998,65.48333333333333,30.900000000000002
0000668815-1,17.0,DL13LT,2025-10-01,0.7366837530644084,0.8225986182304436,0.895556759685722,0.0859148651660352,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,1.3266666666666667,0.9158333333333334,0.0,0.0,7.4783333333333335,1636.27,495839.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.6,54.95,0.0,0.0
0000673955-1,17.0,DL13LT,2025-10-08,0.6679500520291364,0.7472077696843565,0.8939281403769381,0.07925771765522026,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,1.6222222222222222,1.6222222222222222,0.0,0.0,8.008333333333333,1588.74,481436.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97.33333333333333,97.33333333333333,0.0,0.0
0000676449-1,17.0,DL13LT,2025-10-15,0.6607957786651454,0.7364517969195664,0.897269558481797,0.07565601825442099,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,1.0266666666666666,0.6177777777777778,0.0,0.0,3.8955555555555557,764.57,231687.0,0,Pack. Secundario,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,61.599999999999994,37.06666666666666,0.0,0.0
0000685398-1,14.0,DL13LT,2025-10-28,0.5689428103923055,0.8527357624615876,0.6671970796087424,0.283792952069282,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,1.0277777777777777,1.025,0.0,0.002777777777777778,6.963055555555556,784.09,237603.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.66666666666666,61.49999999999999,0.0,0.16666666666666669
0000695057-1,17.0,DL13LT,2025-11-15,0.6504877468474899,0.6760250614640336,0.9622243078366964,0.025537314616543738,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,0.6841666666666666,0.235,0.44916666666666666,0.0,3.5025,676.67,205051.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.05,14.1,26.95,0.0
0000697563-1,17.0,DL13LT,2025-11-28,0.5125981339142587,0.6165070492005426,0.8314554303620242,0.10390891528628386,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,2.591666666666667,1.055,1.1194444444444445,0.0,6.758055555555556,1028.93,311797.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,155.5,63.3,67.16666666666667,0.0
0000704483-1,17.0,DL13LT,2025-12-12,0.6504949491536877,0.6641778438460759,0.9793987486647338,0.013682894692388257,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,2.761111111111111,1.2091666666666667,1.2236111111111112,0.0,8.221944444444444,1588.51,481367.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,165.66666666666666,72.55,73.41666666666667,0.0
PRT9900016732-M,17.0,DL13LT,2025-11-22,0.7162162162162162,0.7333527265034114,0.9766326493815586,0.01713651028719522,130624PCAFCT00,DAMM LEMON,K012309,KR00928,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,2.3938888888888887,1.5255555555555556,0.8683333333333333,0.0,10.50388888888889,2234.42,677096.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,143.63333333333333,91.53333333333333,52.099999999999994,0.0
0000553271-1,17.0,DL13LT12,2025-03-23,0.6411507834574878,0.6870023118417673,0.9332585530005608,0.04585152838427948,131212PC00PK00,DAMM LEMON,K012309,KR00926,LATA 1/3 SR.,SI,DAMM LEMON 1/3 LATA PACK CARTON 12U.,0.6769444444444443,0.3447222222222222,0.0,0.0,2.162777777777778,411.91,124821.0,0,Pack. Secundario,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,40.61666666666666,20.683333333333334,0.0,0.0
0000588096-1,14.0,DL13LTMN,2025-05-27,0.32431233362910383,0.43456078083407274,0.7462991322103114,0.11024844720496894,130606MP00CT00,DAMM LEMON,K012309,KR00926,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,0.7177777777777778,0.39861111111111114,0.0,0.009722222222222222,1.2619444444444445,80.46,24383.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.06666666666667,23.916666666666668,0.0,0.5833333333333334
PRT9900015860-M,14.0,DL13LTMN,2025-05-27,0.10317836812144213,0.1338353889943074,0.770934869295525,0.030657020872865277,130606MP00CT00,DAMM LEMON,K012309,KR00926,LATA 1/3 SR.,NO,DAMM LEMON 1/3 LATA LC,4.0575,0.4475,3.61,0.0,4.684444444444445,95.71,29002.0,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.45000000000002,26.85,216.6,0.0
0000626539-1,17.0,EC13LFN,2025-07-27,0.3963350785340314,0.4889005235602094,0.8106660955236668,0.09256544502617801,130624PCAFCT00,DAURA,K010101,KR02209,LATA 1/3 SR.,NO,DAURA DAMM 1/3 LATA LC,1.3558333333333332,1.3233333333333333,0.0,0.0,2.6527777777777777,312.27,94628.0,1,Contenido,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,81.35,79.39999999999999,0.0,0.0
PRT9900015823-M,14.0,EC13LP6U,2025-05-21,0.2340612449799197,0.3082643072289157,0.7592875318066158,0.07420306224899599,130624PCWAPK00,DAURA,K010101,KR07000,LATA 1/3 SR.,NO,DAURA 1/3 LATA CJ4 PACK C.6U CRAFTED,10.611666666666668,4.421111111111111,1.0480555555555555,4.4875,13.340833333333334,410.33,124341.0,1,Pack. Secundario,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,636.7,265.26666666666665,62.88333333333333,269.25
0000525685-1,17.0,EC13LTNN,2025-01-16,0.4574109071274299,0.5259179265658748,0.8697381930184805,0.06850701943844492,130624PCAFCT00,DAURA,K010101,KR02207,LATA 1/3 SR.,SI,DAURA DAMM 1/3 LATA LC,1.951111111111111,1.0752777777777778,0.0,0.0,4.115555555555556,559.13,169432.0,0,Pack. Secundario,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,117.06666666666666,64.51666666666667,0.0,0.0
0000530609-1,17.0,EC13LTNN,2025-02-01,0.28722451173624797,0.4178462641103745,0.6873927958833619,0.1306217523741265,130624PCAFCT00,DAURA,K010101,KR02207,LATA 1/3 SR.,SI,DAURA DAMM 1/3 LATA LC,1.805,0.8061111111111111,0.5452777777777778,0.0,3.1005555555555557,264.51,80155.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.3,48.36666666666667,32.71666666666667,0.0
0000534600-1,17.0,EC13LTNN,2025-02-05,0.5565686862627474,0.5857828434313137,0.9501280081925243,0.029214157168566287,130624PCAFCT00,DAURA,K010101,KR02207,LATA 1/3 SR.,SI,DAURA DAMM 1/3 LATA LC,1.9180555555555554,0.8138888888888889,0.4986111111111111,0.0,4.6305555555555555,765.46,231957.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,115.08333333333333,48.833333333333336,29.916666666666668,0.0
0000546692-1,17.0,EC13LTNN,2025-03-06,0.42966441936216954,0.46299522763427015,0.9280104712041884,0.033330808272100595,130624PCAFCT00,DAURA,K010101,KR02207,LATA 1/3 SR.,SI,DAURA DAMM 1/3 LATA LC,1.9691666666666665,1.0694444444444444,0.35944444444444446,0.0,3.6669444444444443,467.98,141811.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,118.14999999999999,64.16666666666667,21.566666666666666,0.0
0000553272-1,17.0,EC13LTNN,2025-03-23,0.545771943300049,0.587389148802458,0.9291488349976225,0.04161720550240905,130624PCAFCT00,DAURA,K010101,KR02207,LATA 1/3 SR.,SI,DAURA DAMM 1/3 LATA LC,1.6413888888888886,1.1925,0.02361111111111111,0.0,3.9780555555555557,644.87,195416.0,1,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,98.48333333333332,71.55,1.4166666666666665,0.0
0000561646-1,17.0,EC13LTNN,2025-04-06,0.18898140512356681,0.2570828123753026,0.7350993377483444,0.06810140725173579,130624PCAFCT00,DAURA,K010101,KR02207,LATA 1/3 SR.,SI,DAURA DAMM 1/3 LATA LC,7.1594444444444445,7.056388888888889,0.10305555555555555,0.0,10.441944444444445,586.09,177602.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,429.56666666666666,423.3833333333333,6.183333333333334,0.0
0000570202-1,17.0,EC13LTNN,2025-04-29,0.2145084024028591,0.24758573492510075,0.8664004914004914,0.033077332522241654,130624PCAFCT00,DAURA,K010101,KR02207,LATA 1/3 SR.,NO,DAURA DAMM 1/3 LATA LC,4.996944444444445,4.152777777777778,0.7925,0.0,7.306111111111111,465.47,141052.0,1,Pack. Secundario,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,299.8166666666667,249.16666666666666,47.55,0.0
0000582302-1,17.0,EC13LTNN,2025-05-17,0.5396638771699287,0.5851027041980773,0.9223404255319149,0.04543882702814856,130624PCAFCT00,DAURA,K010101,KR02207,LATA 1/3 SR.,NO,DAURA DAMM 1/3 LATA LC,1.666388888888889,1.0408333333333333,0.26,0.0,4.016388888888889,643.81,195095.0,0,Contenido,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,99.98333333333333,62.449999999999996,15.600000000000001,0.0
